,0
1663,Prosperity
1664,Coteau-Du-Lac
1665,Bath
1666,Batesville
1667,Valley Stream
1668,Colonie
1669,Alamo
1670,Honesdale
1671,Tracy
1672,Bartlesville
1673,Tulare
1674,Penndel
1675,Bunnell
1676,Rose Hill
1677,San Rafael
1678,Baldwin Park
1679,Jurupa Valley
1680,Oak Valley
1681,Manteca
1682,Beaumont
1683,Surprise
1684,Livermore
1685,Dania
1686,Morris
1687,Ithaca
1688,Deland
1689,Rohnert Park
1690,Northport
1691,Linden
1692,Shields
1693,San Clemente
1694,Ponca City
1695,Lindale
1696,Port Hueneme
1697,Santa Paula
1698,Hiram
1699,Alpharetta
1700,McPherson
1701,Elyria
1702,Des Moines
1703,Avocado Heights
1704,Barneveld
1705,Uniondale
1706,Asheboro
1707,Union Gap
1708,Bakersville
1709,East Glenville
1710,Peabody
1711,Hanapepe
1712,Palestine
1713,Dubuque
1714,Morrisville
1715,Neosho
1716,Azusa
1717,Hiawatha
1718,LaGrange
1719,Saint-Jean-Sur-Richelieu
1720,Summerlin South
1721,Clinton Township
1722,Eastpointe
1723,Centereach
1724,Old Orchard Beach
1725,Greer
1726,Bessemer
1727,Pataskala
1728,Lowell
1729,Lethbridge
1730,Wexford
1731,Como
1732,Kaukauna
1733,Pompano Beach
1734,Bee Ridge
1735,Miamitown
1736,Lakehurst
1737,Manhattan Beach
1738,Bastrop
1739,Reseda
1740,Davenport
1741,Old Bridge
1742,Marshfield
1743,Warwick
1744,San Pedro
1745,Normal
1746,Tarpon Springs
1747,Monroeville
1748,North Auburn
1749,Scottdale
1750,Red Bluff
1751,Brodheadsville
1752,Yonkers
1753,Sheldon
1754,North Ridgeville
1755,Aiken
1756,West Bridgewater
1757,Edinburgh
1758,Belpre
1759,Guntown
1760,Rochester Hills
1761,Rotterdam
1762,Norco
1763,Nutley
1764,Universal City
1765,New Cumberland
1766,Rural Hall
1767,Patchogue
1768,Waynesville
1769,Ocean Isl Bch
1770,Balcones Heights
1771,Hamtramck
1772,La Vale
1773,Lugoff
1774,Prospect Heights
1775,Delano
1776,Deer Park
1777,Brewer
1778,Kitchener
1779,Redford
1780,Pontiac
1781,Alliance
1782,Altamonte Springs
1783,Gray Summit
1784,Wantagh
1785,Hammondville
1786,Nampa
1787,New Baltimore
1788,Raytown
1789,Hilo
1790,Columbiaville
1791,Wildorado
1792,Oologah
1793,Rising Sun
1794,Alsip
1795,Sans Souci
1796,Williamsburg
1797,Westbank
1798,Belmont
1799,Waldwick
1800,Sherman
1801,Boothbay Harbor
1802,Acton
1803,Lisbon
1804,Claremore
1805,Lanett
1806,Saugerties
1807,Leawood
1808,Bullhead City
1809,South Windsor
1810,Nappanee
1811,Harriman
1812,Kokomo
1813,Niles
1814,Yorktown
1815,Schertz
1816,Freeport
1817,Belleville
1818,Colerain
1819,Bude
1820,Fayette
1821,Flower Mound
1822,Petaluma
1823,Gadsden
1824,Hope
1825,Ligonier
1826,Dravosburg
1827,Whitefish Bay
1828,Duncan
1829,Gifford
1830,Drexel
1831,Zion
1832,Fairborn
1833,Combes
1834,Halfway
1835,Pratt
1836,Rio Grande
1837,Colts Neck
1838,Hillside
1839,Woodridge
1840,New Haven
1841,Charlestown
1842,Dahlonega
1843,North Belle Vernon
1844,Matthews
1845,Harrisonburg
1846,Navarre
1847,Dardenne Prairie
1848,North Vancouver
1849,McNair
1850,Cave Junction
1851,Royal Oak
1852,Waldoboro
1853,Aberdeen
1854,Eatontown
1855,Sedro-Woolley
1856,Hacienda Heights
1857,Seneca Falls
1858,Rushville
1859,Murrells Inlet
1860,Basehor
1861,West Chicago
1862,Elwood
1863,Sunrise
1864,Uniontown
1865,Weaverville
1866,Mokena
1867,Larchmont
1868,West Hills
1869,Streetsboro
1870,Johnson
1871,Oviedo
1872,Loves Park
1873,Maurice
1874,Waynesburg
1875,Corvallis
1876,San Jacinto
1877,McDonough
1878,Fleming Island
1879,Mary Esther
1880,Jewett
1881,Freehold
1882,Panama City Beach
1883,Ammon
1884,North Babylon
1885,West Point
1886,Lutherville
1887,Gulf Shores
1888,Goleta
1889,Prairieville
1890,High Point
1891,Litchfield
1892,Massapequa
1893,Pomona
1894,Rockwall
1895,Blairsville
1896,Kentwood
1897,Bay City
1898,Penfield
1899,Royal Palm Beach
1900,Lacolle
1901,Bellflower
1902,Harahan
1903,The Woodlands
1904,Bellaire
1905,Monrovia
1906,Goldsboro
1907,Newport News
1908,Colleyville
1909,Lauderdale Lakes
1910,Westfield
1911,Gilroy
1912,South Richmond Hill
1913,Selbyville
1914,Maugansville
1915,Mandeville
1916,College Station
1917,Mount Juliet
1918,Delaware
1919,Powdersville
1920,Nashua
1921,Herndon
1922,Ruston
1923,Levittown
1924,Hayden
1925,Joliet
1926,Centreville
1927,Pennsville
1928,Redlands
1929,Red Oak
1930,Cerro Gordo
1931,Export
1932,Pocatello
1933,Leesburg
1934,Rio Rancho
1935,Eldorado
1936,Greenlawn
1937,Texarkana
1938,Ship Bottom
1939,North Crossett
1940,Los Gatos
1941,Hazel Dell
1942,Kingston
1943,Anderson
1944,Twinsburg
1945,Placentia
1946,Hesperia
1947,Novi
1948,Whitehouse
1949,Farwell
1950,Pasco
1951,Homewood
1952,Ozark
1953,Saint-Léonard
1954,Valdosta
1955,Ewing
1956,Campbell
1957,Woodhaven
1958,Oldsmar
1959,Port Richey
1960,Madeira
1961,Bemidji
1962,Broomfield
1963,Lasalle
1964,Midvale
1965,Keego Harbor
1966,Randolph
1967,Bellmore
1968,Pleasantville
1969,Prattville
1970,Olive Branch
1971,Taunton
1972,Commack
1973,Fort Mill
1974,Paso Robles
1975,Hastings
1976,Clovis
1977,Tonganoxie
1978,Waller
1979,Dillsburg
1980,Clemmons
1981,Lionville
1982,Manorville
1983,Hutto
1984,Rocklin
1985,Saratoga
1986,Flowood
1987,Quartz Hill
1988,Delta
1989,Maricopa
1990,Clarksville
1991,Garrett
1992,Anthem
1993,Kapaa
1994,Dumfries
1995,South Hill
1996,Ellsworth
1997,Sunset Village
1998,Manton
1999,Hamburg
2000,Costa Mesa
2001,Taylors
2002,Horn Lake
2003,Danbury
2004,Maitland
2005,Oyster Bay
2006,Shirley
2007,Saint-Bruno
2008,Kimberling City
2009,Walker
2010,Roosevelt
2011,Pike Creek
2012,Tishomingo
2013,Thayne
2014,Parkville
2015,Wagoner
2016,New Richmond
2017,Phenix City
2018,Fishers
2019,Reeds
2020,Orem
2021,Kilgore
2022,Longueuil
2023,Newtown Square
2024,Carthage
2025,Carmichael
2026,North Syracuse
2027,Yuma
2028,Greenfield
2029,Overland
2030,Walworth
2031,Newbury Park
2032,Zeeland
2033,Mattapan
2034,Irmo
2035,Olney
2036,Draper
2037,West Melbourne
2038,Deerfield
2039,Estero
2040,Revere
2041,Yale
2042,Twin Falls
2043,Trumbull
2044,Clifton Park
2045,Merritt Island
2046,Brandon
2047,Oregon City
2048,Moline
2049,Camp Springs
2050,Lewisville
2051,Mount Kisco
2052,Parkersburg
2053,Acworth
2054,Ritzville
2055,Temple
2056,Shakopee
2057,St. Louis Park
2058,Leander
2059,Pinson
2060,Crown Point
2061,Huntersville
2062,Mayfield Heights
2063,Palm Beach Gardens
2064,Hoover
2065,Bay View
2066,Orillia
2067,Seat Pleasant
2068,Etobicoke
2069,Hemet
2070,Wheaton
2071,Sellersburg
2072,Chicopee
2073,Alderwood Manor
2074,Holladay
2075,West Bloomfield
2076,Angleton
2077,Ashburn
2078,St. Albert
2079,Maple Ridge
2080,Vidor
2081,Glenn Heights
2082,Star
2083,Bellerose
2084,Bowie
2085,Danvers
2086,Stuart
2087,Idaho Springs
2088,Milledgeville
2089,East Longmeadow
2090,Montgomeryville
2091,Sonoma
2092,Boaz
2093,La Jolla
2094,Bellefonte
2095,Mount Holly
2096,Northbrook
2097,Windsor
2098,Morgan Hill
2099,Bridgetown
2100,Crowley
2101,District Heights
2102,Emerald Lake Hills
2103,Battle Creek
2104,Yukon
2105,Guelph
2106,Swansboro
2107,Roslindale
2108,Baldwin
2109,Rockport
2110,East Greenbush
2111,Reedley
2112,Mitchellville
2113,Spring Lake
2114,Pico Rivera
2115,Corona del Mar
2116,Eden
2117,Innsbrook
2118,North Royalton
2119,Readfield
2120,Morningside
2121,New Whiteland
2122,Edgewood
2123,Lanham
2124,East Moline
2125,Orangevale
2126,St. James
2127,Elk Plain
2128,Southington
2129,Methuen Town
2130,Owosso
2131,Florissant
2132,Midland Park
2133,Spencerport
2134,Marrero
2135,Fredericksburg
2136,Hays
2137,D'Iberville
2138,Honey Grove
2139,Sulphur
2140,Brentwood
2141,Oakley
2142,Morristown
2143,West Des Moines
2144,Maryland City
2145,Rancho Mirage
2146,Saint Clair Shores
2147,Southbury
2148,Crestview
2149,Mill Creek
2150,Grayslake
2151,Dunkirk
2152,Vermillion
2153,Belfair
2154,Mebane
2155,Detroit Lakes
2156,Greenvale
2157,Allen
2158,Lihue
2159,Bailey's Crossroads
2160,Middlefield
2161,Forest Hills
2162,Ridgefield
2163,Waukegan
2164,Jackson Heights
2165,Somers Point
2166,Willits
2167,North Laurel
2168,Mooresville
2169,Canoga Park
2170,Seabrook
2171,Fargo
2172,Dana Point
2173,Hudson
2174,Sedgwick
2175,Monett
2176,Carol Stream
2177,Wasco
2178,Colonial Park
2179,Annville
2180,Lakeville
2181,Casa Grande
2182,Youngstown
2183,Falls Church
2184,Discovery Bay
2185,Port Townsend
2186,Clermont
2187,Tonto Basin
2188,Lilburn
2189,Panorama City
2190,Ridgewood
2191,Seal Beach
2192,Niantic
2193,Mount Clemens
2194,Ramsey
2195,Pleasant Hill
2196,Mechanicsburg
2197,Raymore
2198,Owasso
2199,Ridley Park
2200,Sunny Isles Beach
2201,St. Thomas
2202,Clare
2203,Prescott
2204,Redwood City
2205,Appomattox
2206,Forest Park
2207,Sachse
2208,Saint Marys
2209,Shady Hills
2210,Edna
2211,Fort Oglethorpe
2212,Westwood
2213,Mill Creek East
2214,Lebanon
2215,Wayne
2216,Oakdale
2217,Union
2218,Lake Forest Park
2219,Bexley
2220,Altus
2221,Elkin
2222,Saint-Sauveur
2223,Astoria
2224,Hokendauqua
2225,Lombard
2226,Dover
2227,Burlingame
2228,Marlow Heights
2229,Floresville
2230,Altamont
2231,Clarkston
2232,Hermosa Beach
2233,Trotwood
2234,Haltom City
2235,Crosswicks
2236,Mill Valley
2237,Villa Park
2238,Brookline
2239,Richfield
2240,Norwell
2241,Sea Girt
2242,Casa de Oro-Mount Helix
2243,Fairhope
2244,Angola
2245,Marblehead
2246,Dunellen
2247,Redmond
2248,Dodge City
2249,Lake Hiawatha
2250,Woodruff
2251,Lake Zurich
2252,Bourbonnais
2253,West Islip
2254,Wakefield
2255,Vinings
2256,Augusta
2257,Tupelo
2258,Waynesboro
2259,Poteau
2260,Colonial Heights
2261,Cooper City
2262,Hawaiian Gardens
2263,Cajah's Mountain
2264,Harvey
2265,Franktown
2266,Niagara Falls
2267,Yorktown Heights
2268,Gridley
2269,Chelsea
2270,Laurelton
2271,Celina
2272,La Marque
2273,Highlands Ranch
2274,Hudsonville
2275,Lemon Grove
2276,Latham
2277,Tunkhannock
2278,St Catharines
2279,Nederland
2280,North Little Rock
2281,South Farmingdale
2282,Suitland
2283,Webster Groves
2284,Wausau
2285,Fife Heights
2286,Kremmling
2287,Red Wing
2288,Dundalk
2289,Boonville
2290,Gastonia
2291,Sunray
2292,Free Soil
2293,Homer
2294,Waldron
2295,Denison
2296,Grand Forks
2297,Loxahatchee Groves
2298,Romeoville
2299,Mindemoya
2300,North Olmsted
2301,Clemson
2302,Saint-Georges
2303,La Sarre
2304,Buda
2305,Medina
2306,Chouteau
2307,Bell
2308,Duncanville
2309,Steinbach
2310,Muncy
2311,Waxhaw
2312,Ridgefield Park
2313,Senatobia
2314,Lower Burrell
2315,Dollard-Des-Ormeaux
2316,Patterson
2317,Finderne
2318,Fairview Park
2319,Haddon Heights
2320,Topeka
2321,Timonium
2322,Clanton
2323,Red Lodge
2324,Pittsford
2325,Odenton
2326,Helena
2327,Branford
2328,Dunedin
2329,Silverton
2330,Orono
2331,Saugatuck
2332,Hollidaysburg
2333,Neenah
2334,Langhorne
2335,Waunakee
2336,Cottonwood
2337,Millville
2338,Woodinville
2339,Bargersville
2340,Cartersville
2341,McMinnville
2342,Hillsboro
2343,Baroda
2344,Carmel-by-the-Sea
2345,Crossville
2346,Dentsville
2347,Charles Town
2348,South Hooksett
2349,Lawndale
2350,Norman
2351,Sun Prairie
2352,Wall Township
2353,Wilmette
2354,Westlake Village
2355,Indialantic
2356,Diberville
2357,Crest Hill
2358,Fitchburg
2359,Ocean Springs
2360,Lynchburg
2361,Cody
2362,Lagrange
2363,East Hartford
2364,Heber
2365,South Pasadena
2366,Zephyrhills West
2367,Parkston
2368,Gardner
2369,Topsfield
2370,Bronson
2371,Guffey
2372,Covina
2373,Bridgeton
2374,Jeffersonville
2375,Seneca
2376,Roscoe
2377,Cuba City
2378,Flemingsburg
2379,Ord
2380,Comanche
2381,Canaan
2382,Oshkosh
2383,Thornton
2384,Poughkeepsie
2385,Culpeper
2386,Howell
2387,Camden
2388,Shawnee
2389,Skiatook
2390,San Juan
2391,Clackamas
2392,Vernon Hills
2393,Pasadena Hills
2394,Henryetta
2395,Buchanan
2396,Mystic
2397,Fernley
2398,West Wendover
2399,Arecibo
2400,Aguadilla
2401,Williams Lake
2402,Edmonds
2403,Branson West
2404,Knik-Fairview
2405,Bayamón
2406,Spokane Valley
2407,Jerome
2408,Holcomb
2409,Belle Fourche
2410,Amelia Court House
2411,New York Mills
2412,Goffstown
2413,Early
2414,Toms River
2415,Heidelberg
2416,Sandusky
2417,Huber Heights
2418,Markham
2419,Carson City
2420,Oconomowoc
2421,Dublin
2422,Jersey Village
2423,New Bern
2424,Rock Springs
2425,Coon Rapids
2426,Stonecrest
2427,Bryant
2428,Falmouth
2429,Hingham
2430,Ames
2431,Sauk City
2432,Enumclaw
2433,Southold
2434,Burgettstown
2435,Kent
2436,Florida Ridge
2437,Carmi
2438,Bucyrus
2439,Upper Saddle River
2440,Burnsville
2441,Shelbyville
2442,Preston
2443,Coeburn
2444,Bridgeport
2445,Bensenville
2446,Val-D'Or
2447,Calverton
2448,Bonham
2449,Piqua
2450,Marne
2451,Roseau
2452,Alcoa
2453,Fairbanks
2454,Santa Maria
2455,Valley Center
2456,Fordyce
2457,Reading
2458,Corbin
2459,Webster City
2460,Marshall
2461,Big Flats
2462,El Cajon
2463,Seaford
2464,Sardis City
2465,Cedartown
2466,Wallingford Center
2467,Judsonia
2468,Rahway
2469,San Benito
2470,Fowler
2471,Stillwater
2472,East Providence
2473,Manheim
2474,Cayce
2475,Liberal
2476,Urbandale
2477,Kerrville
2478,Elkhart
2479,Broken Bow
2480,Tallassee
2481,South Patrick Shores
2482,Sugarcreek
2483,Sharpsburg
2484,Cathedral City
2485,Shelton
2486,St. Augustine South
2487,Southern Shops
2488,Gering
2489,Wintersville
2490,Turtle Creek
2491,Red Cloud
2492,Starkville
2493,South Zanesville
2494,Turlock
2495,Christiana
2496,Alachua
2497,Cranberry Twp
2498,Columbia City
2499,Harviell
2500,Altoona
2501,Rosedale
2502,Mocksville
2503,Wailuku
2504,Salmon
2505,"Islamorada, Village of Islands"
2506,Morehead City
2507,Norton Shores
2508,Frenchtown
2509,Hornell
2510,Piedmont
2511,Homosassa Springs
2512,Kill Devil Hills
2513,Morrow
2514,Vandalia
2515,Wataga
2516,Hampstead
2517,Fox Farm-College
2518,Pittsburg
2519,Dooms
2520,Crewe
2521,Gatlinburg
2522,Hillview
2523,Tannersville
2524,Buckeye Lake
2525,Penn Valley
2526,Bloomsburg
2527,Fort Loramie
2528,Kilmarnock
2529,Wilton
2530,Rochelle
2531,Kenly
2532,Fort Payne
2533,Cortez
2534,Winlock
2535,Roanoke Rapids
2536,Eastland
2537,Leominster
2538,Chiefland
2539,Parksville
2540,Dyersville
2541,Verona
2542,Alton
2543,East St. Louis
2544,St Charles
2545,Mantua
2546,Chino Valley
2547,West Kittanning
2548,Timmins
2549,Hogansville
2550,Maple Heights
2551,Cottage Grove
2552,Potts Camp
2553,Ladonia
2554,Eustis
2555,Warner Robins
2556,Lewistown
2557,Crosby
2558,Hampshire
2559,Nephi
2560,Osage
2561,Bedford Park
2562,100 Mile House
2563,Absecon
2564,Wise
2565,Pepperell
2566,Calexico
2567,Caro
2568,Manteno
2569,Crown Heights
2570,Torrington
2571,Fort Wright
2572,Avon Park
2573,College Place
2574,Shafter
2575,Hope Mills
2576,Gloucester
2577,Centralia
2578,Polson
2579,West Springfield Town
2580,Charlevoix
2581,North Wilkesboro
2582,Hearne
2583,Walnutport
2584,Newton Grove
2585,Pine Bluff
2586,Lake Placid
2587,Malone
2588,McKinleyville
2589,Lennox
2590,New Kensington
2591,Rockaway
2592,Eupora
2593,Deming
2594,Petersburg
2595,Earle
2596,Lecompte
2597,Eudora
2598,Lewisport
2599,Shippensburg
2600,Coffeyville
2601,New Brighton
2602,Guymon
2603,Hudson Falls
2604,North Hodge
2605,Teutopolis
2606,Bordentown
2607,Spruce Grove
2608,Saint Matthews
2609,Powhatan
2610,Umatilla
2611,Riverdale
2612,Roebuck
2613,Alamogordo
2614,Lynbrook
2615,Stanley
2616,Champaign
2617,Palatka
2618,Saint-Hubert
2619,Issaquah
2620,Kaneohe
2621,Coquitlam
2622,Aptos
2623,Mankato
2624,Mascouche
2625,New Boston
2626,Onalaska
2627,Scituate
2628,Louisa
2629,Clearfield
2630,Clarion
2631,Lawrence Township
2632,Post
2633,Pine Brook
2634,Shelby Township
2635,Fitzgerald
2636,Villa Rica
2637,Maspeth
2638,Ruckersville
2639,Grand Chute
2640,Quakertown
2641,Olmos Park
2642,Marlboro Village
2643,Spirit Lake
2644,Medley
2645,Montrose
2646,Fergus Falls
2647,Berkeley
2648,Glenarden
2649,Glenwood Springs
2650,Alto
2651,Yountville
2652,Sault Ste Marie
2653,College Point
2654,Abbotsford
2655,Saint Peters
2656,Drummondville
2657,Herreid
2658,The Dalles
2659,Port Huron
2660,Wharton
2661,Tell City
2662,La Cañada Flintridge
2663,Sullivan
2664,Kingsford
2665,Martinsville
2666,Buckner
2667,Pewaukee
2668,Uxbridge
2669,Van Buren Twp
2670,Grimsby
2671,Fortuna Foothills
2672,Des Plaines
2673,Oshawa
2674,Laval
2675,Parma
2676,Big Rapids
2677,Saddle Brook
2678,Pearblossom
2679,Port Washington
2680,Port St Lucie
2681,Great Neck Plaza
2682,Oak Forest
2683,Wheat Ridge
2684,Antioch
2685,Maple
2686,Blythe
2687,Warr Acres
2688,Thomasville
2689,Carnegie
2690,Grenada
2691,Moose Jaw
2692,Monfort Heights
2693,Mercerville
2694,Kinston
2695,Conover
2696,North Billerica
2697,Dexter
2698,Golden Gate
2699,Orleans
2700,Walhalla
2701,West Lafayette
2702,Bear
2703,Cos Cob
2704,Snyderville
2705,Redondo Beach
2706,Pottstown
2707,Eden Prairie
2708,Meredith
2709,Redwood
2710,Eagle
2711,St. Andrews
2712,Cobleskill
2713,Flanders
2714,Holly Springs
2715,Statesboro
2716,Staples
2717,Essex
2718,Oroville
2719,Rhinelander
2720,Jonesborough
2721,Hobart
2722,Smith Mills
2723,Silver Summit
2724,Airdrie
2725,Camp Verde
2726,Christiansburg
2727,Folkston
2728,Breckenridge
2729,Morganton
2730,Friendswood
2731,Pace
2732,Olean
2733,Forked River
2734,Bryson City
2735,Canyon
2736,Queen Creek
2737,Stettler
2738,Kaufman
2739,Beckley
2740,South Yarmouth
2741,Rosemère
2742,Countryside
2743,Fussels Corner
2744,Farmville
2745,Perryopolis
2746,Talala
2747,Tecumseh
2748,Thomaston
2749,Pacifica
2750,Hopewell
2751,Saint-Alphonse-Rodriguez
2752,Lacey
2753,Thonotosassa
2754,McKeesport
2755,Shepherdstown
2756,Wareham Center
2757,Amqui
2758,River Bend
2759,Little Elm
2760,Yerington
2761,Spring Mills
2762,Flat Rock
2763,Sussex
2764,Soledad
2765,Palatine
2766,Boyd
2767,Millbrae
2768,Willard
2769,New Iberia
2770,Gardiner
2771,Fordoche
2772,Ball
2773,Chambly
2774,Willow Park
2775,Blaine
2776,Mound City
2777,Yakima
2778,Vega Baja
2779,McLouth
2780,Kannapolis
2781,Hicksville
2782,Chesterland
2783,Griffin
2784,Kearny
2785,Bolingbrook
2786,Chicoutimi
2787,Gustine
2788,Ville-Marie
2789,Lake Arthur
2790,Saint-constant
2791,Jacksboro
2792,Cupertino
2793,Indian River
2794,Salkum
2795,Pickens
2796,Bladensburg
2797,Farmingville
2798,Raymondville
2799,Wenatchee
2800,Cedar Hill
2801,Erskine
2802,Allen Park
2803,Somers
2804,West Lealman
2805,Byram Center
2806,Seguin
2807,Henning
2808,Mauston
2809,Checotah
2810,Laurinburg
2811,Trois-Rivières
2812,North Wildwood
2813,Klamath Falls
2814,Kelso
2815,Belton
2816,Piggott
2817,Carteret
2818,Helena Valley Northwest
2819,Franklinville
2820,Palmyra
2821,The Village
2822,Northglenn
2823,Rosenberg
2824,Oakland Gardens
2825,North Corbin
2826,Coachella
2827,Galveston
2828,Clearlake
2829,Hyrum
2830,Montville
2831,Bloomingdale
2832,Poipu
2833,New Hartford
2834,Salmon Brook
2835,East Syracuse
2836,Antonito
2837,Moncks Corner
2838,University Place
2839,Roxbury
2840,Battle Mountain
2841,Randolph AFB
2842,Hastings-on-Hudson
2843,Riggins
2844,Southern Pines
2845,White Cloud
2846,Fieldon
2847,West Hamlin
2848,Waterbury
2849,Jasmine Estates
2850,Huntingburg
2851,San Augustine
2852,Calhoun Falls
2853,El Centro
2854,Castle Dale
2855,Ladera
2856,Loma Linda
2857,Beloeil
2858,Daveluyville
2859,Frederickson
2860,San Ramon
2861,Trappe
2862,Oak Bluffs
2863,Axtell
2864,Rayne
2865,Orangeburg
2866,Bennettsville
2867,Dorchester Center
2868,Central Islip
2869,Marengo
2870,Silver Spring
2871,Chinatown
2872,Huntley
2873,Joliette
2874,Courtenay
2875,Rutland
2876,Zanesville
2877,Westampton
2878,Womelsdorf
2879,Kersey
2880,Lachute
2881,Weston
2882,Collegeville
2883,Fairlawn
2884,Highgate Center
2885,Oak Hill
2886,Capitola
2887,Charlotte Harbor
2888,North Haven
2889,Baraboo
2890,Turners Falls
2891,Tavares
2892,Montpelier
2893,Mays Landing
2894,Matteson
2895,Bloomsdale
2896,Hannibal
2897,Elkins Park
2898,Gulf Breeze
2899,Burley
2900,Chuluota
2901,Whitesville
2902,Winfield
2903,Jamaica Plain
2904,The Acreage
2905,East Northport
2906,Edinburg
2907,Madeira Beach
2908,Nicholasville
2909,Sioux Falls
2910,Freer
2911,King City
2912,Perth Amboy
2913,St. Albans
2914,West Warwick
2915,Palmetto
2916,Jack
2917,Rocky Face
2918,Bishopville
2919,Wellsville
2920,Delhi
2921,Parkton
2922,Lake Cherokee
2923,Oakbrook Terrace
2924,Scottsville
2925,Cataula
2926,Middle Valley
2927,Minden
2928,Fountain Inn
2929,Beeville
2930,Terrebonne
2931,West Carthage
2932,Strathmore
2933,Hankamer
2934,Lampasas
2935,Monticello
2936,McCordsville
2937,Little Valley
2938,Homeland Park
2939,Festus
2940,Krum
2941,Steelton
2942,Neptune City
2943,Brossard
2944,Varna
2945,Syosset
2946,Faribault
2947,Evergreen
2948,Claymont
2949,Glen Cove
2950,Clover
2951,West Burlington
2952,Exton
2953,Darien
2954,Leonard
2955,Foristell
2956,Terrytown
2957,Hermiston
2958,Ennis
2959,Wickenburg
2960,San Castle
2961,South Huntington
2962,Diagonal
2963,Clay City
2964,McBee
2965,Rancho Santa Margarita
2966,Dowagiac
2967,Leary
2968,Smithfield
2969,Willoughby
2970,Dandridge
2971,Granger
2972,Western Springs
2973,Cordele
2974,Edgar
2975,Burgaw
2976,Kenduskeag
2977,Belfield
2978,Central Garage
2979,Ansonia
2980,The Colony
2981,Glenside
2982,Marshville
2983,Colebrook
2984,Horsham
2985,Alice
2986,Atchison
2987,Chariton
2988,Haughton
2989,Chester
2990,Syracuse
2991,Marshalls Creek
2992,Crawfordville
2993,Belvedere Park
2994,Eloy
2995,East Meadow
2996,Barberton
2997,Amelia
2998,Flatonia
2999,Martinsburg
3000,Miami Shores
3001,Bainbridge
3002,Edwards
3003,Sanger
3004,Kittanning
3005,Hinesburg
3006,Vernon Rockville
3007,Council Bluffs
3008,Stafford
3009,Bridgewater
3010,Gatesville
3011,Fairmount
3012,Telluride
3013,Garden City Park
3014,Cave Spring
3015,Cape Charles
3016,Price
3017,Overlea
3018,Broussard
3019,Saint Joseph
3020,Stroudsburg
3021,Walnut Park
3022,Donna
3023,Lansing
3024,Montreal
3025,Millersburg
3026,Elmhurst
3027,Vail
3028,Winchendon
3029,Mazomanie
3030,Elkhorn
3031,Middlebury
3032,University City
3033,Blackhawk
3034,West Vancouver
3035,Gladewater
3036,Key Biscayne
3037,Edgemoor
3038,Randallstown
3039,Los Ranchos de Albuquerque
3040,Yates Center
3041,Monterey Park
3042,Keswick
3043,Wakefield-Peacedale
3044,East Hemet
3045,Richland
3046,North Valley Stream
3047,St. Francis
3048,Dyer
3049,Lake George
3050,Ramtown
3051,St. Helens
3052,The Villages
3053,Calwa
3054,Harmony
3055,Brainerd
3056,Center Ridge
3057,Smoky Lake
3058,Leduc
3059,Flippin
3060,Nixa
3061,Vestavia Hills
3062,Front Royal
3063,Kennebunk
3064,Louisburg
3065,East Lansing
3066,Rimouski
3067,Sheffield
3068,Duncannon
3069,Cheshire
3070,Port Isabel
3071,Wilkes-Barre
3072,Whitman
3073,Eagle Pass
3074,Twentynine Palms
3075,Belcourt
3076,Elizabethton
3077,Storrs
3078,Reisterstown
3079,Sunland
3080,Pike Creek Valley
3081,Haverstraw
3082,Fairburn
3083,Halfmoon
3084,New Market
3085,Hopland
3086,Young Harris
3087,Port Sulphur
3088,Melissa
3089,Batavia
3090,Rio del Mar
3091,Morrison
3092,Fort Frances
3093,Danielson
3094,Irondequoit
3095,Saint John
3096,Amityville
3097,Smithtown
3098,Cassville
3099,North Port
3100,Genoa
3101,New Castle Northwest
3102,Dearborn
3103,Raymond
3104,Hallsville
3105,Canon City
3106,Chickasha
3107,Tewksbury
3108,Waldorf
3109,Wasaga Beach
3110,Langley Park
3111,Granville
3112,Delphos
3113,Concordia
3114,Berea
3115,Roxborough Park
3116,Savanna
3117,Port Angeles
3118,Renton
3119,North East
3120,Hawkesbury
3121,Hereford
3122,Westerly
3123,Okeene
3124,Bogalusa
3125,Le Roy
3126,Waxahachie
3127,New Brunswick
3128,Fork Union
3129,Camilla
3130,Signal Mountain
3131,Wright City
3132,Tujunga
3133,Greene
3134,Carlsbad
3135,Vernal
3136,Valley Cottage
3137,Lévis
3138,Moulton
3139,Gladwin
3140,Jonquière
3141,Yucca Valley
3142,Aliceville
3143,Blue Ash
3144,California
3145,New Salisbury
3146,Dover Plains
3147,Drayton Valley
3148,Fair Lakes
3149,Isabela
3150,Haverhill
3151,Walla Walla
3152,Hart
3153,Tooele
3154,Streamwood
3155,Carnot-Moon
3156,Woodland Park
3157,Ballston Lake
3158,Eureka Springs
3159,Lauderdale-by-the-Sea
3160,Brookside
3161,Havertown
3162,Bernardsville
3163,Little Canada
3164,Waverly
3165,Paintsville
3166,Wellman
3167,Southgate
3168,Martinez
3169,East York
3170,Nipomo
3171,Pell City
3172,Woodward
3173,Alhambra
3174,Rockwood
3175,Piscataway
3176,Exmore
3177,Evans
3178,Blanchard
3179,Kinder
3180,Red Springs
3181,Croydon
3182,Manahawkin
3183,Ormond Beach
3184,Merrillville
3185,West Cape May
3186,Upper Arlington
3187,Mundelein
3188,Downingtown
3189,River Park
3190,Huntington Station
3191,Caguas
3192,Kirksville
3193,Chelmsford
3194,Ft Lauderdale
3195,New Canaan
